epoch,e_loss,kl_loss,learning_rate,m_loss,recon_loss,total_loss,unweighted_loss,val_e_loss,val_kl_loss,val_m_loss,val_recon_loss,val_total_loss,val_unweighted_loss
20,456.9242248535156,5.375761985778809,4.999999873689376e-05,0.0760810449719429,451.4098815917969,564.5867919921875,0.04271688312292099,420.6348876953125,5.420082092285156,0.09022167325019836,415.1041259765625,532.3452758789062,0.03590340167284012
21,456.5575256347656,5.4507222175598145,4.999999873689376e-05,0.07330945879220963,451.34600830078125,566.1920776367188,0.042341820895671844,420.1700134277344,5.457228660583496,0.09167619794607162,414.60516357421875,535.6528930664062,0.03499307110905647
22,456.44281005859375,5.501800060272217,4.999999873689376e-05,0.0706796869635582,450.73406982421875,567.75634765625,0.04188739135861397,421.6357727050781,5.4918212890625,0.07594069838523865,416.0494689941406,532.0821533203125,0.03521815687417984
23,456.0693359375,5.550580024719238,4.999999873689376e-05,0.06878362596035004,450.4066467285156,569.2071533203125,0.041290320456027985,421.59637451171875,5.52189826965332,0.07812096923589706,415.9818420410156,534.118896484375,0.03134390711784363
24,455.65545654296875,5.639106750488281,4.999999873689376e-05,0.0669035091996193,450.1153564453125,570.877685546875,0.04075254872441292,419.96759033203125,5.663341999053955,0.07549317926168442,414.213134765625,535.3811645507812,0.03210458159446716
25,455.4390563964844,5.707134246826172,4.999999873689376e-05,0.06525645405054092,449.5959777832031,572.615966796875,0.04019905999302864,421.80047607421875,5.749095439910889,0.062041934579610825,415.9688415527344,534.6329345703125,0.03587253391742706
26,454.6035461425781,5.769495964050293,2.499999936844688e-05,0.06383019685745239,448.8479309082031,573.4405517578125,0.039327628910541534,420.6591796875,5.800518989562988,0.062086328864097595,414.777099609375,537.5390625,0.03758024424314499
27,454.3765869140625,5.81944465637207,2.499999936844688e-05,0.06268884241580963,448.5341796875,575.0300903320312,0.038673799484968185,419.4696960449219,5.841491222381592,0.06156953424215317,413.5438537597656,537.8944091796875,0.036144617944955826
28,454.034912109375,5.8604960441589355,2.499999936844688e-05,0.06205396726727486,448.1392517089844,576.9439697265625,0.03833146393299103,417.6893005371094,5.845831394195557,0.06646467745304108,411.7575378417969,540.4010620117188,0.03383249789476395
29,453.7275085449219,5.913143634796143,2.499999936844688e-05,0.06176268309354782,447.7626647949219,579.0435791015625,0.037809692323207855,417.2867736816406,5.92896842956543,0.0687730461359024,411.2743835449219,542.3150024414062,0.030226703733205795
30,453.4772644042969,5.97267484664917,2.499999936844688e-05,0.06080067530274391,447.5106201171875,580.641845703125,0.03721585497260094,415.5387268066406,5.951844692230225,0.07120288908481598,409.5013732910156,545.81298828125,0.031221996992826462
31,453.4996032714844,6.0094218254089355,2.499999936844688e-05,0.060462385416030884,447.62127685546875,583.016845703125,0.03700917959213257,416.9988098144531,6.026800632476807,0.05919470638036728,410.89312744140625,544.43408203125,0.035383109003305435
32,453.0613708496094,6.081887245178223,2.499999936844688e-05,0.05992276221513748,446.69970703125,584.9952392578125,0.03667069226503372,415.81884765625,6.11014461517334,0.0630078986287117,409.6284484863281,547.7286376953125,0.03327248990535736
33,453.1680603027344,6.104464530944824,2.499999936844688e-05,0.059304967522621155,447.0053405761719,586.8258056640625,0.036219339817762375,414.5576171875,6.115984916687012,0.06550177186727524,408.3598327636719,549.00830078125,0.030877143144607544
34,453.05938720703125,6.151266098022461,2.499999936844688e-05,0.05893944576382637,447.09320068359375,588.9532470703125,0.03591348975896835,415.48785400390625,6.137490749359131,0.06319041550159454,409.2707824707031,550.2032470703125,0.03043408878147602
35,452.76708984375,6.200861930847168,2.499999936844688e-05,0.058867037296295166,446.6615905761719,591.0155639648438,0.03546667844057083,415.1322021484375,6.207509994506836,0.06432817876338959,408.84478759765625,552.1912841796875,0.028579751029610634
36,452.5111083984375,6.228868007659912,1.249999968422344e-05,0.05807489529252052,446.2404479980469,592.1563720703125,0.034895725548267365,413.9649658203125,6.231100082397461,0.0604243166744709,407.65789794921875,552.1027221679688,0.030863722786307335
37,452.3591003417969,6.281047821044922,1.249999968422344e-05,0.05763053148984909,446.2025146484375,594.1790161132812,0.03473201394081116,413.88287353515625,6.238558769226074,0.059313997626304626,407.5677185058594,553.62109375,0.03116348199546337
38,452.30767822265625,6.309547424316406,1.249999968422344e-05,0.05742787942290306,446.0374755859375,596.2985229492188,0.034464988857507706,414.1344909667969,6.290389537811279,0.060142990201711655,407.7684631347656,556.0257568359375,0.029728146269917488
39,452.380859375,6.353179454803467,1.249999968422344e-05,0.057246625423431396,446.08477783203125,598.7216796875,0.03429894894361496,414.598876953125,6.389125347137451,0.05966849997639656,408.1324768066406,559.3201904296875,0.029888972640037537
40,452.38232421875,6.379565238952637,1.249999968422344e-05,0.056948430836200714,445.9546813964844,600.7139282226562,0.03404931351542473,413.89862060546875,6.380175590515137,0.056855760514736176,407.44451904296875,558.5179443359375,0.030439428985118866
41,452.27880859375,6.38691520690918,1.249999968422344e-05,0.0569031797349453,445.7227783203125,600.30859375,0.03372936323285103,413.267578125,6.390281677246094,0.05893392860889435,406.8011169433594,559.12939453125,0.029513895511627197
42,452.35906982421875,6.393332481384277,1.249999968422344e-05,0.05668024346232414,446.03985595703125,600.1427612304688,0.033676065504550934,412.86822509765625,6.41908597946167,0.060926590114831924,406.3729553222656,560.27978515625,0.028813274577260017
43,452.2174377441406,6.423046112060547,1.249999968422344e-05,0.05693232640624046,445.7880859375,600.3588256835938,0.03349943086504936,413.0710144042969,6.414449691772461,0.058284007012844086,406.5826110839844,558.5068969726562,0.02952035330235958
44,451.8062438964844,6.407933235168457,1.249999968422344e-05,0.05684453994035721,445.16827392578125,599.6072387695312,0.03335975110530853,412.4289855957031,6.409964084625244,0.05708607658743858,405.9456481933594,556.5060424804688,0.029398281127214432
45,451.875,6.450912952423096,1.249999968422344e-05,0.05676627159118652,445.501220703125,599.7779541015625,0.033194027841091156,413.2696228027344,6.446620941162109,0.05599690601229668,406.7507629394531,557.3888549804688,0.030199185013771057
46,451.62823486328125,6.431164741516113,6.24999984211172e-06,0.05662989243865013,444.9404296875,599.1600952148438,0.03308859094977379,413.3233337402344,6.392280101776123,0.05489183962345123,406.8577575683594,556.9456787109375,0.03129638731479645
47,451.75494384765625,6.426369667053223,6.24999984211172e-06,0.056389760226011276,445.24725341796875,598.9010620117188,0.033026717603206635,412.61907958984375,6.434471607208252,0.0569266751408577,406.1116638183594,557.26513671875,0.029905783012509346
48,451.5828857421875,6.448122501373291,6.24999984211172e-06,0.05661091208457947,445.09783935546875,599.0546264648438,0.03291413187980652,412.6161804199219,6.427942752838135,0.05852019414305687,406.11431884765625,557.7103881835938,0.028819788247346878
49,451.56805419921875,6.462401390075684,6.24999984211172e-06,0.056560080498456955,445.026123046875,599.2366943359375,0.0330314002931118,412.4618835449219,6.458835601806641,0.05928358435630798,405.9280700683594,557.8657836914062,0.028088483959436417
50,451.68927001953125,6.464676380157471,6.24999984211172e-06,0.056506697088479996,445.0841064453125,599.279296875,0.032984450459480286,412.6138610839844,6.484611511230469,0.05919957533478737,406.0544128417969,558.3614501953125,0.028284309431910515
51,451.80328369140625,6.459229469299316,6.24999984211172e-06,0.056603386998176575,445.3851318359375,599.4446411132812,0.03299512714147568,412.6610412597656,6.471588611602783,0.059082552790641785,406.1158142089844,558.3272094726562,0.028437191620469093
52,451.579345703125,6.470947742462158,6.24999984211172e-06,0.05637451633810997,445.00567626953125,599.0858764648438,0.0329902283847332,412.72869873046875,6.468088626861572,0.05780234560370445,406.18707275390625,557.8223876953125,0.029175572097301483
53,451.8439025878906,6.459652423858643,6.24999984211172e-06,0.0563228577375412,445.4588928222656,598.8735961914062,0.03266771510243416,412.11810302734375,6.444411754608154,0.060098230838775635,405.59844970703125,557.870361328125,0.0277522262185812
54,451.67156982421875,6.481484413146973,6.24999984211172e-06,0.05636763945221901,445.1330871582031,598.9796752929688,0.03269023448228836,411.9531555175781,6.525875091552734,0.056628234684467316,405.35272216796875,557.7716674804688,0.030555248260498047
55,451.57183837890625,6.481961250305176,6.24999984211172e-06,0.05641487240791321,445.020263671875,599.078857421875,0.03286504000425339,411.8771667480469,6.478025913238525,0.05867893621325493,405.3240661621094,557.3335571289062,0.028573233634233475
56,451.65106201171875,6.483619213104248,6.24999984211172e-06,0.05646199733018875,445.25482177734375,599.012939453125,0.03265325725078583,411.8586120605469,6.491103172302246,0.05861944705247879,405.2932434082031,556.9767456054688,0.028175875544548035
57,451.5981750488281,6.49749755859375,6.24999984211172e-06,0.05625104159116745,444.9028015136719,598.8784790039062,0.03263634815812111,411.5856628417969,6.475047588348389,0.057917095720767975,405.0352783203125,557.0440673828125,0.029363717883825302
58,451.5410461425781,6.486807823181152,6.24999984211172e-06,0.05627882853150368,444.91595458984375,598.7760620117188,0.032663241028785706,411.66162109375,6.447474956512451,0.0562080554664135,405.1400146484375,556.1023559570312,0.030302487313747406
59,451.5563659667969,6.47031831741333,6.24999984211172e-06,0.05653141811490059,445.0053405761719,598.8212890625,0.032575249671936035,412.1736145019531,6.518557071685791,0.05761653929948807,405.5814208984375,557.0908203125,0.02873050794005394
60,451.7865905761719,6.473267078399658,6.24999984211172e-06,0.05630766600370407,445.0513916015625,598.9113159179688,0.03263027220964432,411.6627197265625,6.428994178771973,0.05936812981963158,405.1582336425781,556.6644897460938,0.027870483696460724
61,451.5295104980469,6.4913530349731445,6.24999984211172e-06,0.05611611530184746,444.9248046875,598.6126098632812,0.03262433037161827,412.05841064453125,6.520896911621094,0.05549884960055351,405.4629211425781,555.8935546875,0.02974395453929901
62,451.53118896484375,6.519690036773682,6.24999984211172e-06,0.05617266893386841,445.133056640625,598.5879516601562,0.03232952207326889,412.2132568359375,6.49537992477417,0.057568591088056564,405.6436462402344,556.3095092773438,0.028165359050035477
63,451.6309814453125,6.481746673583984,6.24999984211172e-06,0.056088123470544815,445.0715026855469,598.37646484375,0.0324154868721962,411.6468811035156,6.482568264007568,0.057640813291072845,405.0899353027344,556.5770263671875,0.0290435291826725
64,451.6167297363281,6.483670234680176,3.12499992105586e-06,0.056227393448352814,445.0637512207031,598.5178833007812,0.03242991119623184,412.0038757324219,6.455038070678711,0.05642181262373924,405.4751892089844,555.4413452148438,0.029016345739364624
65,451.6353454589844,6.499853610992432,3.12499992105586e-06,0.05615927651524544,445.2320251464844,598.7133178710938,0.032527945935726166,411.46142578125,6.467301845550537,0.05833287537097931,404.9190368652344,556.3652954101562,0.02846304513514042
66,451.8106994628906,6.486163139343262,3.12499992105586e-06,0.056096650660037994,446.5118713378906,598.5361938476562,0.032350268214941025,411.90301513671875,6.467339038848877,0.05723833292722702,405.361083984375,556.10693359375,0.02885645627975464
67,451.634521484375,6.491350173950195,3.12499992105586e-06,0.056005023419857025,444.9252014160156,598.2230834960938,0.03225420415401459,411.8501281738281,6.48618221282959,0.05838768556714058,405.28948974609375,556.237548828125,0.02772090956568718
68,451.6018371582031,6.496588230133057,3.12499992105586e-06,0.0560380220413208,445.2972106933594,598.3037109375,0.03231480345129967,411.4864196777344,6.487022399902344,0.058399498462677,404.924072265625,556.8594360351562,0.028687814250588417
69,451.605224609375,6.491000175476074,3.12499992105586e-06,0.05580498278141022,445.1674499511719,598.0928955078125,0.03236601501703262,411.29095458984375,6.49864387512207,0.057932157069444656,404.7178649902344,556.0631103515625,0.028449419885873795
70,451.42071533203125,6.4819464683532715,3.12499992105586e-06,0.05611981078982353,444.97161865234375,598.085693359375,0.0322883240878582,411.2760009765625,6.460348606109619,0.05984888970851898,404.74072265625,556.561279296875,0.027390897274017334
71,451.61541748046875,6.503157138824463,3.12499992105586e-06,0.05590992793440819,445.193603515625,598.113525390625,0.03216439113020897,411.785888671875,6.486209869384766,0.057316381484270096,405.22576904296875,555.53955078125,0.028157174587249756
72,451.5557556152344,6.51440954208374,3.12499992105586e-06,0.05602646246552467,445.0455627441406,598.2228393554688,0.0320899561047554,411.561767578125,6.504534721374512,0.05937202647328377,404.9822998046875,556.9769287109375,0.0275997593998909
73,451.5107421875,6.509217739105225,3.12499992105586e-06,0.05583285912871361,444.9151611328125,598.174560546875,0.03233930468559265,411.041259765625,6.471715450286865,0.06029406562447548,404.49432373046875,557.3117065429688,0.027829846367239952
74,451.3529968261719,6.518540859222412,3.12499992105586e-06,0.056087445467710495,444.89031982421875,598.3206176757812,0.03231045603752136,411.3566589355469,6.508200168609619,0.056953877210617065,404.7732849121094,555.66259765625,0.02887490577995777
75,451.62994384765625,6.501893997192383,3.12499992105586e-06,0.055795714259147644,445.6780700683594,598.0601196289062,0.03220829367637634,411.429931640625,6.48969841003418,0.05759837105870247,404.867431640625,555.2318725585938,0.027892569079995155
76,451.6456298828125,6.514832019805908,3.12499992105586e-06,0.05615798756480217,445.68475341796875,598.630615234375,0.032308440655469894,411.4383544921875,6.528395652770996,0.057884860783815384,404.8362731933594,556.4578247070312,0.028475921601057053
77,451.6448059082031,6.513984203338623,3.12499992105586e-06,0.0555800199508667,445.16058349609375,597.8582763671875,0.03210277482867241,411.4200134277344,6.528550624847412,0.05686861649155617,404.81817626953125,555.7488403320312,0.02879931963980198
78,451.6219482421875,6.49970006942749,3.12499992105586e-06,0.055965252220630646,444.9028625488281,598.2030029296875,0.03218682110309601,411.67156982421875,6.485913276672363,0.05757720395922661,405.11175537109375,555.3627319335938,0.027836840599775314
79,451.7160949707031,6.505387306213379,3.12499992105586e-06,0.05563918873667717,445.0652770996094,598.014892578125,0.03219800442457199,411.4423828125,6.499692440032959,0.057885363698005676,404.8680725097656,555.4281005859375,0.027699248865246773
80,451.7587585449219,6.512727737426758,3.12499992105586e-06,0.05577557533979416,445.2318420410156,598.3230590820312,0.03226146847009659,411.1854553222656,6.491642475128174,0.05823403596878052,404.61834716796875,556.1114501953125,0.028364386409521103
81,451.493408203125,6.5228166580200195,1.56249996052793e-06,0.05567347630858421,444.87274169921875,597.8510131835938,0.03206341713666916,411.3096008300781,6.502614974975586,0.05631101131439209,404.7334899902344,554.755859375,0.028707334771752357
82,451.57000732421875,6.5215277671813965,1.56249996052793e-06,0.055663082748651505,444.9559326171875,597.8096923828125,0.03198235481977463,411.2743225097656,6.499734401702881,0.057228684425354004,404.70037841796875,555.5598754882812,0.0286558885127306
83,451.55230712890625,6.5324530601501465,1.56249996052793e-06,0.0558164156973362,445.18450927734375,597.87255859375,0.03185056149959564,411.4255676269531,6.502838611602783,0.0571957603096962,404.8490295410156,555.2869262695312,0.02823621965944767
84,451.6083068847656,6.530224800109863,1.56249996052793e-06,0.055670786648988724,445.2401428222656,598.0232543945312,0.03210588917136192,410.8855285644531,6.531810283660889,0.057521216571331024,404.2799377441406,555.5610961914062,0.0284647848457098
85,451.5615234375,6.532442092895508,1.56249996052793e-06,0.05580972880125046,445.00018310546875,598.0742797851562,0.03202670440077782,410.99188232421875,6.512316703796387,0.057564929127693176,404.4052429199219,555.5205688476562,0.028449557721614838
86,451.4342346191406,6.537771224975586,1.56249996052793e-06,0.05554183945059776,444.93988037109375,597.6810302734375,0.03195497766137123,410.9655456542969,6.506527900695801,0.05864455923438072,404.38427734375,555.8424682617188,0.027770718559622765
87,451.57421875,6.5207366943359375,1.56249996052793e-06,0.055718034505844116,444.92333984375,597.7919921875,0.031900323927402496,411.21295166015625,6.526994705200195,0.05663252994418144,404.61279296875,554.6588134765625,0.028166040778160095
88,451.4555358886719,6.516985893249512,1.56249996052793e-06,0.05564076453447342,444.7225036621094,597.8135986328125,0.03215223178267479,411.0417175292969,6.500912666320801,0.05753874033689499,404.4669189453125,555.007568359375,0.028015218675136566
89,451.5576171875,6.522498607635498,1.56249996052793e-06,0.05545499548316002,444.93682861328125,597.5816040039062,0.031960610300302505,411.0408020019531,6.494389533996582,0.058216482400894165,404.4715881347656,555.4038696289062,0.027793774381279945
90,451.3587951660156,6.533591270446777,1.56249996052793e-06,0.0557548813521862,444.8450012207031,597.6926879882812,0.03187248110771179,410.9704895019531,6.526113510131836,0.05746905878186226,404.3706970214844,555.6392822265625,0.028561484068632126
91,451.3905944824219,6.533393859863281,7.81249980263965e-07,0.05571703985333443,444.9036560058594,597.7069702148438,0.03187313303351402,411.24481201171875,6.556657314300537,0.05683053657412529,404.6152648925781,554.7071533203125,0.027717217803001404
92,451.5248107910156,6.5169677734375,7.81249980263965e-07,0.05566399171948433,445.0877380371094,597.817626953125,0.032069239765405655,410.9937438964844,6.511788845062256,0.058070022612810135,404.40875244140625,554.4485473632812,0.02687457948923111
93,451.60345458984375,6.533110618591309,7.81249980263965e-07,0.05552336573600769,445.1289978027344,597.6730346679688,0.031852222979068756,411.0445251464844,6.535235404968262,0.05602668970823288,404.436767578125,554.2670288085938,0.028473857790231705
94,451.5085754394531,6.522807598114014,7.81249980263965e-07,0.055569205433130264,445.1002197265625,597.5217895507812,0.031842734664678574,411.3111877441406,6.514829158782959,0.05611104145646095,404.723876953125,554.329345703125,0.02836889587342739
95,451.45782470703125,6.528138160705566,7.81249980263965e-07,0.05566509813070297,444.961181640625,597.7479248046875,0.03196805343031883,411.18646240234375,6.52999210357666,0.05596309155225754,404.5841064453125,554.357666015625,0.02853366546332836
96,451.3211975097656,6.534341812133789,7.81249980263965e-07,0.05570770800113678,444.7557067871094,597.4467163085938,0.03171417862176895,411.146728515625,6.503541946411133,0.056729111820459366,404.5699157714844,554.5322875976562,0.02822055295109749
97,451.37200927734375,6.529044151306152,7.81249980263965e-07,0.05567670240998268,444.7544250488281,597.7675170898438,0.032055020332336426,410.8794250488281,6.467782497406006,0.05722763389348984,404.3371887207031,555.0517578125,0.028831472620368004
98,451.60003662109375,6.534748554229736,7.81249980263965e-07,0.05586806312203407,444.9361877441406,598.255126953125,0.032086845487356186,411.0199890136719,6.528989791870117,0.056885913014411926,404.4172668457031,554.689453125,0.028118500486016273
99,451.44927978515625,6.531929016113281,7.81249980263965e-07,0.05558174476027489,444.8055114746094,597.6005249023438,0.03187170997262001,411.1181640625,6.511074066162109,0.05681333690881729,404.533447265625,554.7431030273438,0.028307775035500526
