epoch,kl_loss,learning_rate,recon_loss,total_loss,val_kl_loss,val_recon_loss,val_total_loss
0,8.260493278503418,9.999999747378752e-05,458.96856689453125,467.2287292480469,11.696601867675781,398.4311218261719,410.1277770996094
1,14.749719619750977,9.999999747378752e-05,391.1734619140625,405.92291259765625,17.286457061767578,374.4136657714844,391.7001037597656
2,18.509756088256836,9.999999747378752e-05,378.54400634765625,397.05389404296875,21.01346778869629,362.5318298339844,383.54510498046875
3,21.419166564941406,9.999999747378752e-05,370.436767578125,391.8555908203125,23.502023696899414,355.5148620605469,379.0169982910156
4,23.154315948486328,9.999999747378752e-05,365.7779541015625,388.9318542480469,24.350831985473633,350.08734130859375,374.4381408691406
5,24.391433715820312,9.999999747378752e-05,362.4910583496094,386.8826599121094,26.004018783569336,348.182861328125,374.186767578125
6,25.50516128540039,9.999999747378752e-05,359.92169189453125,385.4265441894531,26.150270462036133,345.35797119140625,371.50836181640625
7,26.24399185180664,9.999999747378752e-05,357.8248291015625,384.0685119628906,27.224584579467773,342.58795166015625,369.8127136230469
8,27.117107391357422,9.999999747378752e-05,355.9312744140625,383.04840087890625,27.313291549682617,340.5660705566406,367.8794860839844
9,27.881641387939453,9.999999747378752e-05,354.4002685546875,382.2819519042969,29.261693954467773,340.365234375,369.62677001953125
10,28.353803634643555,9.999999747378752e-05,353.0315856933594,381.38555908203125,28.83741569519043,337.21124267578125,366.0486755371094
